Datetime,Open,High,Low,Close,Adj Close,Volume
2020-03-31 09:15:00+05:30,13553.0498046875,13660.0,13528.0,13638.900390625,13638.900390625,0
2020-03-31 09:16:00+05:30,13637.599609375,13675.849609375,13600.9501953125,13624.599609375,13624.599609375,894
2020-03-31 09:17:00+05:30,13603.900390625,13640.0,13500.0,13500.0,13500.0,827
2020-03-31 09:18:00+05:30,13519.7998046875,13530.0,13422.099609375,13528.5,13528.5,907
2020-03-31 09:19:00+05:30,13528.2998046875,13554.9501953125,13505.5,13552.0,13552.0,516
2020-03-31 09:20:00+05:30,13558.75,13575.349609375,13525.099609375,13560.0,13560.0,859
2020-03-31 09:21:00+05:30,13540.2998046875,13570.0,13485.650390625,13485.650390625,13485.650390625,589
2020-03-31 09:22:00+05:30,13470.2001953125,13533.0,13464.7001953125,13501.599609375,13501.599609375,512
2020-03-31 09:23:00+05:30,13517.7001953125,13556.0,13516.650390625,13551.900390625,13551.900390625,390
2020-03-31 09:24:00+05:30,13556.0,13556.0,13482.4501953125,13517.5,13517.5,439
2020-03-31 09:25:00+05:30,13518.849609375,13534.2001953125,13475.150390625,13476.599609375,13476.599609375,391
2020-03-31 09:26:00+05:30,13475.0,13483.7001953125,13429.0,13451.150390625,13451.150390625,895
2020-03-31 09:27:00+05:30,13450.0,13450.0,13348.5,13383.5498046875,13383.5498046875,1234
2020-03-31 09:28:00+05:30,13384.349609375,13394.0,13352.849609375,13368.849609375,13368.849609375,581
2020-03-31 09:29:00+05:30,13360.0,13375.5,13350.0,13367.25,13367.25,415
2020-03-31 09:30:00+05:30,13370.0,13370.0,13260.0498046875,13270.2001953125,13270.2001953125,905
2020-03-31 09:31:00+05:30,13270.25,13391.4501953125,13270.25,13370.4501953125,13370.4501953125,606
2020-03-31 09:32:00+05:30,13374.75,13389.599609375,13300.0,13300.0,13300.0,494
2020-03-31 09:33:00+05:30,13305.4501953125,13305.4501953125,13235.2001953125,13250.0,13250.0,948
2020-03-31 09:34:00+05:30,13243.5,13257.4501953125,13151.0,13190.0,13190.0,1716
2020-03-31 09:35:00+05:30,13173.0,13267.0,13151.0498046875,13208.150390625,13208.150390625,950
2020-03-31 09:36:00+05:30,13207.9501953125,13266.849609375,13200.0,13260.7001953125,13260.7001953125,673
2020-03-31 09:37:00+05:30,13269.9501953125,13269.9501953125,13245.099609375,13245.099609375,13245.099609375,238
2020-03-31 09:38:00+05:30,13245.099609375,13256.5,13230.0498046875,13230.5498046875,13230.5498046875,435
2020-03-31 09:39:00+05:30,13243.7001953125,13250.0,13233.099609375,13250.0,13250.0,204
2020-03-31 09:40:00+05:30,13249.9501953125,13250.0,13240.099609375,13242.2001953125,13242.2001953125,188
2020-03-31 09:41:00+05:30,13249.900390625,13365.75,13249.900390625,13306.7001953125,13306.7001953125,1086
2020-03-31 09:42:00+05:30,13327.25,13346.2001953125,13304.349609375,13310.0,13310.0,245
2020-03-31 09:43:00+05:30,13314.900390625,13314.900390625,13271.25,13287.0498046875,13287.0498046875,536
2020-03-31 09:44:00+05:30,13297.5498046875,13314.9501953125,13290.4501953125,13294.7001953125,13294.7001953125,150
2020-03-31 09:45:00+05:30,13303.9501953125,13332.349609375,13287.0498046875,13320.0,13320.0,362
2020-03-31 09:46:00+05:30,13318.9501953125,13322.2998046875,13295.650390625,13310.0498046875,13310.0498046875,264
2020-03-31 09:47:00+05:30,13310.099609375,13323.4501953125,13274.9501953125,13278.25,13278.25,405
2020-03-31 09:48:00+05:30,13287.75,13287.75,13241.0,13270.0,13270.0,523
2020-03-31 09:49:00+05:30,13269.4501953125,13270.0,13240.0,13240.0498046875,13240.0498046875,178
2020-03-31 09:50:00+05:30,13240.0498046875,13241.0,13166.2001953125,13200.0,13200.0,1286
2020-03-31 09:51:00+05:30,13206.0,13268.0,13199.0498046875,13235.5,13235.5,299
2020-03-31 09:52:00+05:30,13244.75,13244.75,13200.0,13219.5,13219.5,212
